frame,shoulder_tilt,forward_lean,neck_angle
0,-173.456,137.862,54.215
1,-172.857,137.797,53.824
2,-171.768,137.263,53.424
3,-171.727,137.09,53.01
4,-171.584,136.838,52.759
5,-171.727,137.726,52.246
6,-171.727,138.644,52.031
7,-171.87,138.721,51.955
8,-171.87,139.501,51.814
9,-171.849,139.823,51.898
10,-172.117,139.219,51.649
11,-172.261,138.285,51.785
12,-172.676,138.069,51.426
13,-172.821,136.928,51.562
14,-172.839,137.13,51.726
15,-172.983,137.403,51.65
16,-172.983,136.388,51.65
17,-173.111,137.281,51.479
18,-173.111,136.579,51.479
19,-173.111,134.927,51.479
20,-173.128,134.135,51.647
21,-173.093,134.89,51.491
22,-173.076,136.811,51.395
23,-172.912,138.7,51.409
24,-173.058,138.253,51.475
25,-173.514,137.144,51.844
26,-173.952,136.83,51.868
27,-174.553,136.682,52.099
28,-174.846,137.697,52.276
29,-175.005,137.49,52.334
30,-175.005,134.963,52.261
31,-175.018,135.602,52.395
32,-175.005,135.224,52.368
33,-175.03,135.636,52.513
34,-175.055,136.388,52.365
35,-174.911,137.639,52.329
36,-174.911,137.832,52.25
37,-174.911,138.137,52.031
38,-174.766,138.375,51.995
39,-174.779,138.416,52.094
40,-174.779,137.853,52.094
41,-174.608,137.068,51.939
42,-174.608,138.049,51.77
43,-174.608,137.019,51.506
44,-174.463,138.464,50.81
45,-174.188,137.857,50.644
46,-174.044,138.414,50.212
47,-173.756,137.932,50.021
48,-173.756,137.417,49.723
49,-173.772,138.139,49.848
50,-173.74,137.986,49.66
51,-173.628,137.678,49.85
52,-173.628,137.19,49.85
53,-173.612,137.944,49.755
54,-173.612,137.906,49.725
55,-173.612,139.149,49.725
56,-173.596,139.199,49.699
57,-173.579,138.982,49.708
58,-173.724,139.617,49.638
59,-173.435,139.444,49.581
60,-173.435,139.364,49.581
61,-173.563,139.17,49.484
62,-173.692,139.038,49.583
63,-174.275,139.128,49.63
64,-174.713,139.214,49.616
65,-174.713,139.767,49.816
66,-174.859,139.923,50.046
67,-174.846,139.712,50.185
68,-174.992,139.815,50.316
69,-174.846,139.6,50.286
70,-174.846,139.116,50.389
71,-174.713,139.069,50.49
72,-174.713,139.069,50.49
73,-174.859,138.993,50.519
74,-174.992,138.631,50.455
75,-175.005,138.875,50.586
76,-174.992,139.661,50.492
77,-174.832,140.344,50.433
78,-174.979,139.799,50.463
79,-174.832,139.387,50.536
80,-174.846,139.541,50.564
81,-174.859,139.251,50.695
82,-174.859,139.375,50.695
83,-175.005,139.548,50.726
84,-174.992,139.464,50.631
85,-175.139,139.138,50.662
86,-175.139,139.304,50.662
87,-175.139,138.86,50.802
88,-175.139,138.258,50.907
