frame,shoulder_tilt,forward_lean,neck_angle
0,-170.675,101.128,112.519
1,-172.554,101.463,118.233
2,-173.573,99.89,125.764
3,-175.714,100.229,129.402
4,-178.319,99.228,133.493
5,-179.326,99.396,135.48
6,180.0,99.039,136.246
7,-179.553,99.271,134.59
8,-178.767,98.732,131.105
9,-177.871,99.089,129.596
10,-177.087,100.234,126.026
11,-176.858,100.539,124.855
12,-176.082,100.893,123.057
13,-176.082,101.777,122.94
14,-176.074,101.631,122.604
15,-176.298,102.248,122.069
16,-176.396,102.104,121.946
17,-176.607,102.119,120.965
18,-176.736,102.463,118.098
19,-177.213,101.974,117.449
20,-178.178,101.248,119.34
21,-177.862,101.219,119.541
22,-178.095,101.466,119.765
23,-179.103,100.182,121.013
24,179.552,99.782,122.976
25,178.554,99.062,123.972
26,178.455,100.171,123.904
27,178.12,100.712,124.082
28,178.12,100.713,123.376
29,178.002,100.701,123.03
30,177.875,100.667,122.433
31,177.875,99.743,122.787
32,177.99,101.692,119.638
33,179.447,103.029,117.292
34,179.779,102.799,116.831
35,-178.995,102.516,115.281
36,-178.2,102.818,114.78
37,-177.408,103.162,113.371
38,-176.269,102.147,114.626
39,-175.697,101.605,115.054
40,-175.751,100.538,115.037
41,-175.708,100.951,116.287
42,-175.256,101.201,116.305
43,-174.92,101.843,117.492
44,-175.702,100.442,116.02
45,-173.256,101.851,112.469
46,-170.325,102.578,109.196
47,-168.37,102.029,107.406
48,-169.057,102.145,111.604
49,-169.402,100.558,113.599
50,-169.243,100.227,115.256
51,-169.875,100.328,115.673
52,-169.791,101.333,114.807
53,-169.695,101.163,115.035
54,-170.4,101.365,114.872
55,-171.108,101.801,115.277
56,-172.495,100.592,116.008
57,-172.526,100.802,116.292
58,-172.042,100.725,117.259
59,-171.337,100.764,116.396
60,-169.943,101.346,111.423
61,-170.176,101.853,108.963
62,-170.276,103.295,106.843
63,-171.207,103.428,107.093
64,-171.94,101.887,109.689
65,-172.062,101.52,111.145
66,-173.305,100.997,113.3
67,-174.289,100.824,112.282
68,-174.204,101.792,108.407
69,-173.608,103.144,106.639
70,-173.596,103.339,107.092
71,-173.609,105.259,102.829
72,-175.061,104.723,104.628
73,-177.045,103.174,104.633
74,-177.15,103.959,102.147
75,-177.73,103.289,101.969
76,-177.832,102.644,101.1
77,-178.284,101.047,103.464
78,180.0,101.974,100.62
79,179.458,101.956,100.552
80,179.316,102.574,99.587
81,179.17,104.771,98.714
82,179.306,103.883,99.019
83,178.035,102.394,100.036
84,177.572,103.001,99.521
85,177.41,102.325,101.74
86,177.218,101.846,100.845
87,177.079,102.875,101.001
88,177.809,102.479,101.211
89,178.977,102.637,102.139
90,178.524,103.334,106.301
91,177.89,102.792,110.269
92,178.041,100.471,115.06
93,177.868,100.36,114.511
94,178.015,100.139,115.294
95,178.167,98.97,114.251
96,179.542,98.49,112.375
97,-179.696,99.25,112.902
98,-178.791,101.646,105.506
99,179.848,102.49,106.384
100,179.545,102.721,103.316
101,179.157,99.457,109.057
102,-174.134,103.455,99.402
103,-176.432,103.071,96.498
104,-176.696,110.177,94.838
105,-177.298,110.283,96.39
106,-178.323,108.727,97.834
107,-179.361,106.946,99.786
108,179.75,107.023,100.907
109,178.891,101.461,104.659
110,177.929,101.282,112.333
111,177.705,100.078,126.059
112,176.394,100.032,127.367
113,176.059,99.52,131.469
114,176.305,98.032,131.082
115,176.431,99.314,129.744
116,176.781,99.715,128.21
117,176.787,99.864,128.294
118,175.812,100.284,130.163
119,175.812,100.375,129.782
120,175.574,99.898,130.282
121,175.345,99.073,130.069
122,175.067,100.235,130.153
123,174.816,100.366,129.714
124,174.445,100.178,129.084
125,174.098,101.136,125.115
126,172.771,100.583,128.893
127,172.397,99.657,132.341
128,172.365,97.983,131.853
129,172.965,97.125,130.527
130,172.98,96.34,132.737
131,172.621,95.414,132.474
132,172.294,95.177,130.179
133,172.229,96.019,129.179
134,171.904,96.494,129.458
135,171.542,98.004,127.384
136,171.097,98.193,126.141
137,170.638,99.266,127.672
138,170.276,99.007,128.373
139,169.871,98.833,128.861
140,169.486,98.775,128.965
141,168.906,98.64,127.936
142,168.57,98.866,126.556
143,168.212,99.037,125.869
144,168.042,99.596,124.717
145,168.042,99.058,126.13
146,168.187,98.475,130.298
147,168.331,98.121,132.096
148,168.212,97.413,132.685
149,168.237,97.804,131.598
150,168.237,99.09,129.458
151,168.024,98.329,128.821
152,168.192,98.175,128.839
153,168.192,98.286,129.121
154,168.074,99.074,128.462
155,167.956,98.741,127.812
156,167.302,97.984,127.758
157,166.979,98.295,127.86
158,166.979,98.457,128.621
159,167.005,98.599,129.372
160,167.085,98.737,130.436
161,167.201,99.24,130.664
162,167.317,99.606,130.894
163,167.433,99.336,130.339
164,167.548,99.808,130.569
165,167.665,100.928,129.228
166,167.781,100.108,128.582
167,167.781,102.209,127.453
168,167.781,102.761,126.059
169,167.781,103.25,124.067
170,167.781,102.76,123.335
171,167.897,103.977,122.817
172,168.038,105.033,121.924
173,168.154,103.736,122.598
174,168.154,102.804,122.598
175,168.154,101.877,123.958
176,168.179,100.924,126.371
177,168.063,100.624,126.526
178,168.087,100.784,126.794
179,167.535,100.132,126.57
180,167.42,100.811,126.35
181,167.42,101.514,125.726
182,167.305,101.869,125.142
183,167.305,102.016,124.776
184,167.305,102.666,122.726
185,167.331,103.523,121.887
186,167.331,102.036,121.887
187,167.51,103.667,121.495
188,167.484,103.957,121.223
189,167.458,104.135,120.599
190,167.6,101.193,122.196
191,167.831,101.443,121.733
192,167.831,102.544,119.37
193,167.831,103.266,118.292
194,167.831,103.163,118.018
195,167.856,102.638,118.306
196,167.856,102.226,119.118
197,167.881,102.406,119.398
198,167.881,101.543,120.445
199,167.996,101.927,120.643
200,167.996,102.49,121.253
201,167.996,103.166,120.995
202,168.02,102.844,121.009
203,168.02,102.15,121.362
204,168.16,102.513,120.436
205,168.275,103.724,120.638
206,168.39,102.862,122.771
207,168.39,103.627,122.663
208,168.574,104.784,122.286
209,168.458,100.378,124.939
210,168.69,102.86,123.888
211,169.038,102.346,125.25
212,169.177,101.539,128.216
213,169.526,100.746,130.772
214,169.663,98.357,140.179
215,168.875,98.786,141.471
216,168.759,98.488,140.749
217,169.453,100.714,134.563
218,170.868,100.543,134.326
219,171.416,99.029,131.516
220,171.853,100.617,130.315
221,172.057,101.28,129.71
222,173.701,100.482,128.128
223,174.176,98.433,128.957
224,175.344,99.234,126.454
225,176.246,96.421,123.965
226,176.288,96.187,122.083
227,176.228,95.173,123.726
228,177.346,95.655,114.408
229,178.826,96.022,106.557
230,178.551,96.59,100.546
231,-179.734,96.682,98.327
232,-178.219,96.467,98.263
233,-176.528,95.718,91.454
234,-176.195,97.223,83.234
235,-175.168,97.248,78.995
236,-175.458,95.076,101.8
237,-175.601,94.564,104.219
238,-176.018,94.927,98.05
239,-175.383,97.291,89.213
240,-175.236,98.451,85.406
241,-175.248,100.067,84.194
242,-175.779,100.122,82.86
243,-176.087,100.063,84.209
244,-176.516,102.076,82.925
245,-177.078,103.008,82.205
246,-176.711,102.96,85.259
247,-176.579,102.292,86.419
248,-176.603,102.234,86.468
249,-176.726,101.634,85.79
250,-176.587,101.514,85.196
251,-176.98,100.326,84.545
252,-176.579,102.015,84.182
253,-176.595,101.898,83.473
254,-176.473,100.912,83.746
255,-176.496,99.462,88.007
256,-176.367,100.256,86.977
257,-177.544,101.987,83.543
258,-178.33,102.003,80.169
259,-178.074,103.994,77.554
260,-177.577,104.617,78.438
261,-177.964,106.355,78.876
262,-178.091,106.887,80.811
263,-178.091,105.724,87.144
264,-178.095,103.908,90.393
265,-178.218,106.995,90.541
266,-177.709,104.203,95.745
267,-177.455,105.762,94.459
268,-177.846,105.668,101.932
269,-178.338,105.673,100.869
270,-178.112,102.856,112.022
271,179.749,98.011,123.542
272,178.642,98.586,125.674
273,177.574,101.381,117.985
274,177.222,100.983,120.382
275,176.747,100.17,123.269
276,176.138,101.265,125.378
277,175.426,100.236,127.01
278,174.827,100.238,128.219
279,173.633,99.341,127.223
280,172.964,98.217,127.168
281,173.067,98.823,126.696
282,172.197,97.829,125.749
283,172.333,97.794,124.905
284,172.453,98.599,122.206
285,172.589,98.646,121.862
286,172.667,96.795,122.341
287,172.61,97.887,122.767
288,172.39,98.688,123.474
289,172.492,99.76,123.983
290,172.492,99.857,124.715
291,172.476,100.528,124.97
292,172.594,102.125,124.779
293,172.563,101.675,124.315
294,172.24,101.378,123.15
295,172.625,102.719,122.036
296,172.374,102.412,122.325
297,172.476,102.396,120.252
298,172.492,103.015,119.293
299,172.492,102.523,120.292
300,172.374,102.529,120.969
301,172.106,101.518,120.897
302,172.106,104.931,117.943
303,172.106,102.951,116.762
304,171.887,102.432,116.429
305,171.634,102.357,116.528
306,171.163,100.531,116.492
307,171.046,101.789,116.317
308,170.773,102.617,114.08
309,170.792,104.291,112.835
310,170.46,105.297,110.839
311,170.185,105.366,109.526
312,169.535,107.801,107.758
313,169.597,108.321,105.21
314,168.787,103.779,99.889
315,167.401,103.708,93.322
316,166.494,105.031,92.869
317,165.102,104.56,91.549
318,164.448,103.988,92.6
319,162.746,105.255,97.738
320,161.843,104.938,100.886
321,160.764,105.453,101.543
322,159.009,105.021,95.801
323,158.034,106.528,91.287
324,157.36,107.37,88.935
325,156.371,108.055,86.286
326,155.943,112.018,82.598
327,155.833,111.422,80.461
328,155.244,108.939,80.915
329,155.187,109.201,80.771
330,155.443,112.152,80.717
331,155.635,110.8,80.805
332,156.316,110.483,80.544
333,157.053,111.013,79.834
334,158.019,109.872,80.36
335,158.199,110.32,79.555
336,158.224,109.987,79.764
337,158.147,110.738,80.067
338,157.552,112.136,78.727
339,157.187,113.858,77.535
340,157.274,114.596,78.691
341,160.017,109.521,78.58
342,163.191,108.62,80.552
343,163.22,109.4,79.197
344,162.147,109.106,79.823
345,162.104,109.255,78.557
346,161.475,109.631,77.958
347,161.16,110.093,77.317
348,160.623,109.84,77.747
349,160.346,108.406,78.063
350,160.615,108.406,78.287
351,160.27,108.816,79.035
352,160.233,108.208,79.699
353,161.222,108.068,82.898
354,161.394,105.724,83.354
355,161.608,106.905,85.801
356,161.98,106.331,92.579
357,161.485,106.76,97.14
358,160.615,106.699,97.277
359,159.502,106.409,99.056
360,160.437,104.912,101.589
361,161.487,102.157,110.51
362,162.227,99.381,113.843
363,163.575,98.703,111.6
364,163.505,97.07,113.097
365,164.843,97.651,112.507
366,164.996,97.444,112.364
367,165.964,96.649,113.966
368,166.054,96.311,115.559
369,166.054,95.679,119.711
370,165.903,95.852,118.479
371,166.025,95.094,118.313
372,166.147,94.463,122.242
373,165.994,94.552,121.655
374,165.933,94.345,122.449
375,165.748,94.511,121.492
376,165.654,94.317,120.734
377,165.341,94.009,122.214
378,165.177,94.008,120.604
379,164.951,93.948,118.665
380,164.917,93.822,118.669
381,164.883,93.791,118.241
382,164.756,93.371,118.397
383,164.791,93.538,118.824
384,164.791,94.17,117.343
385,164.825,94.386,117.341
386,164.756,93.793,118.335
387,164.722,93.407,119.03
388,164.756,93.309,120.251
389,164.56,93.261,119.893
390,164.56,93.086,120.682
391,164.307,92.862,120.991
392,164.181,92.737,121.95
393,163.965,92.736,123.136
394,163.588,92.621,123.366
395,163.288,92.725,123.502
396,163.288,92.921,123.502
397,163.164,92.916,123.261
398,162.793,93.005,122.125
399,162.916,93.049,121.969
400,163.04,93.318,121.814
401,163.04,93.333,121.814
402,163.04,93.235,121.814
403,163.002,93.126,121.443
404,162.878,93.066,121.599
405,162.878,93.092,121.599
406,162.878,92.992,121.222
407,162.964,92.951,121.019
408,162.964,92.988,121.019
409,162.677,93.087,120.966
410,162.514,93.114,120.76
411,162.514,93.118,120.76
412,162.389,93.313,120.917
413,162.389,93.303,120.547
414,162.017,93.387,120.287
415,162.017,93.353,120.287
416,161.894,93.295,120.083
417,161.853,93.335,119.67
418,161.853,93.337,119.67
419,161.937,93.452,118.743
420,161.937,93.434,118.743
421,161.937,93.501,118.743
422,161.937,93.511,118.743
423,161.937,93.644,118.045
424,161.855,93.569,117.642
425,161.815,93.567,117.227
426,161.773,93.677,116.895
427,161.648,93.773,116.293
428,161.523,93.779,116.203
429,161.357,93.784,115.624
430,161.357,93.875,115.624
431,161.274,94.054,115.859
432,161.15,94.05,115.367
433,161.068,93.838,115.598
434,161.111,93.92,115.666
435,161.072,94.07,116.27
436,161.114,94.064,116.651
437,160.869,94.096,116.318
438,160.747,94.275,116.213
439,160.747,94.405,115.894
440,160.789,94.465,115.941
441,160.789,94.34,115.941
442,161.033,94.212,116.265
443,160.991,94.231,116.271
444,161.075,94.053,117.002
445,161.198,93.921,117.171
446,161.198,93.69,117.833
447,161.198,93.695,118.167
448,161.198,93.572,118.883
449,161.198,93.578,119.224
450,161.32,93.561,119.789
451,161.442,93.534,119.978
452,161.442,93.557,120.358
453,161.28,93.589,121.061
454,161.363,93.572,121.77
455,161.403,93.568,121.387
456,161.363,93.794,121.02
457,161.363,93.75,120.641
458,161.282,93.616,120.818
459,161.282,93.504,120.818
460,161.323,93.514,121.184
461,161.323,93.458,121.536
462,161.082,93.359,121.89
463,160.842,93.432,121.872
464,160.925,93.452,122.571
465,160.925,93.606,121.863
466,160.847,93.679,122.021
467,160.847,93.798,121.33
468,160.966,93.774,121.52
469,160.966,93.821,121.52
470,161.086,93.992,120.67
471,161.086,94.041,120.67
472,161.123,94.242,120.165
473,161.123,94.387,119.811
474,161.082,94.289,119.461
475,161.082,94.239,119.818
476,160.92,94.996,117.968
477,160.962,96.142,113.302
478,159.651,97.423,110.991
479,158.245,102.254,104.093
480,157.884,106.988,97.082
481,157.821,108.626,96.677
482,159.387,106.357,92.933
483,162.661,106.07,88.013
484,163.263,107.257,83.377
485,164.124,115.904,82.338
486,164.899,114.951,81.22
487,166.207,118.069,81.429
488,166.996,114.224,80.398
489,167.61,114.7,79.277
490,169.252,112.906,79.977
491,171.127,111.981,80.526
492,172.954,107.658,81.456
493,175.341,106.293,79.046
494,176.923,108.854,79.457
495,179.753,111.954,77.892
496,-174.677,112.273,79.191
497,-173.365,111.28,81.878
498,-171.853,114.803,84.464
499,-173.194,111.727,87.811
500,-173.647,109.664,89.773
501,-173.324,107.405,93.02
502,-173.596,107.078,96.351
503,-172.086,106.258,96.113
504,-170.233,107.477,94.186
505,-168.241,107.313,93.352
506,-168.082,108.035,91.681
507,-167.633,107.883,91.529
508,-166.239,104.922,93.277
509,-165.374,105.842,92.356
510,-164.532,104.172,91.455
511,-163.643,105.788,91.685
512,-162.15,106.123,90.683
513,-162.153,107.123,90.39
514,-162.043,107.415,90.199
515,-161.565,107.734,90.1
516,-161.748,107.366,89.729
517,-161.713,107.465,89.015
518,-161.341,108.71,88.618
519,-161.565,108.395,87.938
520,-161.602,107.204,88.276
521,-161.49,106.685,88.712
522,-161.085,108.397,88.172
523,-160.284,110.022,87.079
524,-159.43,113.398,84.832
525,-159.198,111.675,84.382
526,-159.458,112.817,83.948
527,-159.897,112.327,83.711
528,-159.897,112.546,82.06
529,-159.967,114.484,80.544
530,-159.987,118.568,79.747
531,-160.902,118.941,79.038
532,-161.309,116.368,78.761
533,-163.991,113.823,78.509
534,-164.539,115.638,77.759
535,-164.444,117.34,76.175
536,-164.672,118.546,74.569
537,-165.275,121.892,74.117
538,-165.419,120.541,73.924
539,-165.595,121.226,73.608
540,-165.399,122.369,73.793
541,-165.286,122.718,73.885
542,-165.399,122.735,73.675
543,-165.256,122.653,73.143
544,-165.792,122.478,72.247
545,-165.878,122.143,72.103
546,-165.419,120.365,70.925
547,-166.141,116.513,70.236
548,-166.725,120.006,70.087
549,-166.345,117.559,70.083
550,-166.635,117.304,70.259
551,-166.635,118.323,70.598
552,-166.753,118.326,70.655
553,-166.987,118.802,71.093
554,-166.787,115.702,71.791
555,-166.669,115.24,72.466
556,-166.551,115.735,72.643
557,-166.523,113.636,73.72
558,-166.466,110.228,75.146
559,-166.052,108.712,75.84
560,-166.023,107.116,77.821
561,-165.725,107.275,79.87
562,-164.638,105.797,80.188
563,-164.437,106.419,80.592
564,-164.873,107.517,80.507
565,-165.395,107.178,80.839
566,-165.483,105.817,82.217
567,-165.541,105.269,82.657
568,-165.631,105.624,82.98
569,-165.631,105.989,82.212
570,-165.631,106.06,81.933
571,-165.631,107.083,81.855
572,-165.662,106.139,82.013
573,-165.693,105.377,82.576
