frame,shoulder_tilt,forward_lean,neck_angle
0,-176.864,110.003,82.143
1,-176.748,107.837,82.522
2,-176.892,107.27,83.577
3,-177.035,107.025,84.428
4,-177.945,106.785,85.519
5,-178.718,105.529,87.605
6,-178.977,105.927,87.005
7,-179.362,104.979,88.481
8,-179.494,104.658,89.35
9,-179.121,104.006,91.637
10,-178.997,104.16,92.411
11,-178.874,104.239,92.412
12,-178.879,103.972,95.077
13,-179.249,103.285,96.603
14,-179.749,102.36,98.422
15,179.874,101.893,100.165
16,179.874,101.621,101.629
17,179.749,101.899,101.798
18,179.372,101.95,101.655
19,179.501,102.675,101.891
20,179.001,102.684,102.193
21,178.879,103.062,101.298
22,178.755,103.05,100.57
23,178.877,103.317,99.705
24,178.257,103.37,99.927
25,178.132,103.484,99.669
26,177.735,103.456,98.642
27,177.572,103.227,97.985
28,177.041,102.829,98.545
29,176.618,102.377,99.735
30,176.718,101.595,102.149
31,176.292,100.458,105.144
32,176.018,99.717,107.842
33,175.896,99.356,109.616
34,175.632,99.655,109.697
35,175.652,99.689,110.349
36,175.812,99.744,110.902
37,175.682,99.777,111.832
38,175.84,99.769,112.777
39,175.859,100.193,113.079
40,175.868,100.087,114.077
41,176.255,100.045,114.664
42,176.649,100.051,115.31
43,177.035,99.876,116.203
44,177.298,99.843,116.671
45,177.438,99.799,116.697
46,177.704,99.72,116.528
47,177.837,99.524,116.787
48,177.973,99.598,116.798
49,177.977,99.53,117.255
50,177.982,99.462,117.376
51,177.982,99.474,117.744
52,178.12,99.304,119.022
53,177.759,99.131,119.951
54,177.65,99.006,120.48
55,177.285,99.153,120.449
56,177.168,99.197,120.39
57,176.916,98.896,120.682
58,176.554,98.645,122.139
59,176.929,98.296,124.303
60,176.807,98.207,125.285
61,176.698,98.03,126.472
62,176.712,97.972,127.056
63,176.847,97.954,127.044
64,177.101,97.996,127.208
65,177.95,97.933,127.816
66,179.39,97.669,128.843
67,-179.754,97.254,130.166
68,-179.753,97.376,128.755
69,-179.628,97.753,126.063
70,-179.503,98.289,124.586
71,-179.503,98.595,123.039
72,-179.38,98.928,121.812
73,-179.506,99.844,119.602
74,-179.143,100.348,118.392
75,-178.781,100.344,117.697
76,-178.662,100.373,117.633
77,-178.662,100.456,116.902
78,-177.933,100.706,115.516
79,-177.569,100.609,115.322
80,-177.442,100.314,116.781
81,-177.67,98.834,120.431
82,-178.272,98.601,122.927
83,-178.264,98.594,123.517
84,-178.385,99.308,123.597
85,-178.512,99.064,123.899
86,-178.636,98.984,124.478
87,-178.882,98.794,125.148
88,-179.006,98.853,127.709
89,-179.504,99.33,129.001
90,-179.876,99.183,130.015
91,179.629,98.737,130.548
92,179.381,99.634,130.981
93,179.259,99.537,131.296
94,179.138,99.529,131.197
95,179.014,99.033,131.409
96,179.019,98.823,131.594
97,179.141,99.418,131.384
98,179.145,99.77,131.159
99,179.147,99.693,131.244
100,179.025,99.715,131.037
101,179.149,99.706,130.923
102,179.149,99.499,131.309
103,179.27,99.784,131.117
104,179.27,100.296,131.117
