frame,shoulder_tilt,forward_lean,neck_angle
0,-179.043,128.283,51.171
1,-179.406,129.914,51.321
2,-179.408,129.287,51.516
3,-179.055,129.087,51.57
4,-178.939,128.968,51.709
5,-178.941,128.61,51.801
6,-179.059,129.031,51.845
7,-178.826,129.282,51.94
8,-178.709,129.231,51.987
9,-178.826,128.161,52.12
10,-178.709,127.4,52.167
11,-178.709,128.936,52.167
12,-178.588,127.127,52.212
13,-178.588,128.57,52.303
14,-178.471,130.41,52.35
15,-178.353,131.576,52.398
16,-178.35,131.781,52.304
17,-178.347,130.997,52.211
18,-178.229,131.573,52.259
19,-178.229,130.77,52.259
20,-178.225,129.616,52.349
21,-178.225,130.021,52.349
22,-178.343,128.411,52.393
23,-178.461,130.458,52.345
24,-178.458,130.556,52.252
25,-178.461,130.746,52.439
26,-178.458,131.204,52.253
27,-178.461,131.229,52.346
28,-178.461,131.154,52.346
29,-178.343,134.141,52.302
30,-178.343,134.884,52.302
31,-178.347,132.554,52.396
32,-178.347,129.987,52.304
33,-178.583,131.022,52.208
34,-178.468,132.703,52.167
35,-178.468,133.98,52.167
36,-178.586,135.029,52.029
37,-178.583,135.639,51.845
38,-178.586,135.432,51.758
39,-178.468,135.229,51.624
40,-178.939,135.982,51.442
41,-178.937,136.36,51.173
42,-178.819,136.324,50.954
43,-178.939,136.086,50.914
44,-179.293,135.707,50.694
45,-179.764,133.291,50.688
46,-179.882,133.503,50.735
47,-179.882,132.849,50.643
48,-179.765,132.722,50.782
49,-179.882,132.085,50.825
50,-179.766,130.095,50.877
51,-179.766,129.399,50.881
52,-179.65,128.14,50.93
53,-179.883,129.203,50.929
54,-179.65,131.883,50.844
55,-179.418,131.545,50.85
56,-179.533,131.469,50.801
57,-179.65,131.527,50.671
58,-179.767,131.75,50.627
59,-179.65,133.34,50.585
60,-179.883,133.628,50.492
61,-179.883,134.454,50.492
62,180.0,134.508,50.358
63,179.883,134.373,50.399
64,179.766,135.867,50.356
65,179.648,136.206,50.139
66,179.529,133.397,50.092
67,179.411,133.427,49.876
68,179.291,133.455,49.745
69,179.291,133.146,49.745
70,179.29,132.017,49.656
71,179.526,132.563,49.656
72,179.526,132.289,49.565
73,179.762,130.694,49.56
74,-179.881,130.894,49.688
75,-179.881,130.652,49.772
76,-179.763,130.907,49.906
77,-179.762,130.86,49.816
78,-179.643,129.769,49.858
79,-179.643,130.088,49.767
80,-179.762,130.052,49.893
81,-179.643,129.901,50.022
82,-179.643,130.177,50.113
83,-179.643,131.169,50.113
84,-179.526,131.179,50.167
85,-179.293,129.364,50.434
86,-178.709,129.747,50.399
87,-178.594,128.844,50.446
88,-178.591,127.016,50.44
89,-178.477,127.09,50.572
90,-178.36,126.77,50.701
91,-178.363,127.017,50.873
92,-178.6,127.342,50.961
93,-178.603,127.631,51.05
94,-178.717,127.887,50.911
95,-178.833,126.578,50.955
96,-178.833,126.837,50.955
97,-178.948,126.83,50.909
98,-178.948,126.776,50.996
99,-178.714,126.917,50.995
100,-178.714,126.997,50.995
101,-178.594,126.716,51.032
102,-178.594,127.95,51.032
103,-178.477,127.65,51.076
104,-178.477,127.987,51.076
105,-178.36,127.96,51.119
106,-178.247,127.902,51.164
107,-178.13,127.477,51.208
108,-178.126,126.985,51.115
109,-178.126,127.025,51.115
110,-178.13,126.883,51.208
111,-178.126,126.957,51.027
112,-178.126,126.517,51.027
113,-178.13,126.418,51.116
114,-178.13,126.557,51.116
115,-178.13,126.557,51.116
116,-178.13,127.283,51.116
117,-178.13,128.507,51.116
118,-178.13,127.242,51.116
119,-178.13,127.283,51.116
120,-178.13,127.242,51.116
121,-178.13,127.71,51.029
122,-178.243,127.434,50.984
123,-178.36,127.761,51.028
124,-178.36,127.614,51.028
125,-178.36,127.573,51.028
126,-178.474,127.839,50.982
127,-178.357,128.421,50.939
128,-178.357,128.616,50.939
129,-178.474,129.15,50.895
130,-178.591,128.978,50.852
131,-178.591,128.89,50.852
132,-179.177,128.983,50.722
133,-179.412,128.829,50.723
134,-179.529,128.346,50.767
135,-179.882,127.875,50.643
136,-179.883,129.327,50.735
137,-179.883,129.038,50.827
138,-179.766,129.198,50.786
139,-179.883,129.336,50.743
140,-179.883,129.638,50.657
141,-179.883,129.661,50.657
142,179.883,129.629,50.655
143,179.765,130.469,50.527
144,179.765,130.656,50.527
145,179.766,131.244,50.704
146,179.648,131.265,50.657
147,179.648,133.83,50.657
148,179.648,132.733,50.657
149,179.765,132.344,50.694
150,179.765,132.829,50.694
151,179.882,132.342,50.737
152,179.646,131.587,50.643
153,179.646,131.63,50.73
154,179.645,133.524,50.725
155,179.526,133.734,50.856
156,179.763,133.331,50.849
157,179.763,133.168,50.938
158,179.644,132.982,50.983
159,179.526,132.126,51.028
160,179.644,132.616,50.983
161,179.644,130.766,50.983
162,179.644,130.79,50.983
163,179.763,131.503,51.03
164,179.882,131.755,50.985
165,179.764,130.833,50.946
166,179.882,131.102,50.901
167,180.0,131.033,50.857
168,-179.882,131.42,50.9
169,-179.882,131.717,50.9
170,-179.882,132.348,50.902
171,180.0,132.066,50.855
172,179.881,132.399,50.719
173,179.763,134.142,50.676
174,179.644,133.471,50.633
175,179.645,133.524,50.726
176,179.526,131.016,50.683
177,179.527,131.332,50.774
178,179.409,131.36,50.731
179,179.291,133.159,50.688
180,179.409,133.716,50.644
181,179.409,134.31,50.644
182,179.409,134.86,50.73
183,179.409,134.694,50.642
184,179.527,134.066,50.597
185,179.646,133.904,50.639
186,179.411,133.187,50.732
