frame,shoulder_tilt,forward_lean,neck_angle
1,-173.377,141.08,52.573
2,-173.243,139.181,53.287
3,-172.942,138.256,53.527
4,-172.539,137.743,53.824
5,-172.774,137.424,53.928
6,-172.604,136.96,54.236
7,-172.469,136.593,54.41
8,-172.315,137.083,54.366
9,-172.198,136.822,54.546
10,-172.216,136.672,54.648
11,-172.216,136.3,54.648
12,-172.216,136.043,54.648
13,-172.369,135.678,54.692
14,-172.791,135.967,54.727
15,-173.06,135.786,54.714
16,-173.195,135.857,54.65
17,-173.33,136.04,54.701
18,-173.33,136.004,54.701
19,-173.465,136.076,54.637
20,-173.346,136.004,54.815
21,-173.346,136.371,54.815
22,-173.33,136.408,54.706
23,-173.496,136.332,54.868
24,-173.645,136.327,54.802
25,-174.598,136.137,54.585
26,-175.048,135.953,54.838
27,-175.059,136.133,54.948
28,-175.082,136.025,55.168
29,-175.116,135.951,55.381
30,-175.138,135.915,55.597
31,-175.149,136.058,55.705
32,-175.149,135.879,55.705
33,-175.149,135.104,55.706
34,-175.149,135.244,55.82
35,-175.019,135.209,55.884
36,-174.877,135.21,55.839
37,-174.877,135.0,55.839
38,-174.889,133.578,55.831
39,-174.746,132.891,55.786
40,-174.758,131.88,55.894
41,-174.758,132.571,55.894
42,-174.758,132.571,55.894
43,-174.746,132.736,55.669
44,-174.877,129.062,55.604
45,-175.008,129.083,55.656
46,-175.127,129.948,55.602
47,-175.105,133.807,55.501
48,-175.225,131.726,55.329
49,-175.336,132.119,55.276
50,-175.336,132.568,55.162
51,-175.469,132.406,55.214
52,-175.469,134.379,55.214
53,-175.458,135.245,55.104
54,-175.447,135.458,55.109
55,-175.437,135.422,54.998
56,-175.57,134.687,55.05
57,-175.426,130.483,54.773
58,-175.437,130.552,54.768
59,-175.325,134.724,54.93
60,-175.336,135.703,55.038
61,-175.347,135.63,55.025
62,-175.336,135.419,54.913
63,-175.336,133.189,54.913
64,-175.347,133.483,55.02
65,-175.336,132.485,54.909
66,-175.469,131.887,54.962
67,-175.336,132.133,55.023
68,-175.469,131.795,54.962
69,-175.458,132.136,54.855
70,-175.458,132.261,54.85
71,-175.458,132.324,54.855
72,-175.325,132.264,54.802
73,-175.325,133.713,54.802
74,-175.314,134.013,54.695
75,-175.447,133.745,54.751
76,-175.447,134.146,54.748
77,-175.447,133.22,54.748
78,-175.437,134.146,54.64
79,-175.426,134.112,54.532
80,-175.426,134.014,54.419
81,-175.426,133.947,54.419
82,-175.57,132.617,54.47
83,-175.57,133.323,54.47
84,-175.57,131.744,54.47
85,-175.57,131.714,54.47
86,-175.447,131.741,54.642
87,-175.447,131.649,54.642
88,-175.314,131.929,54.59
89,-175.447,131.626,54.532
90,-175.458,131.809,54.642
91,-175.458,131.932,54.642
92,-175.458,132.97,54.642
93,-175.447,133.066,54.534
94,-175.447,133.002,54.537
95,-175.447,135.173,54.537
96,-175.447,134.862,54.537
97,-175.56,135.984,54.37
98,-175.55,135.383,54.261
99,-175.55,135.488,54.261
100,-175.539,135.844,54.263
101,-175.539,134.08,54.265
102,-175.539,133.254,54.265
103,-175.55,133.747,54.374
104,-175.55,134.218,54.149
105,-175.55,135.138,54.037
106,-175.56,135.172,54.147
107,-175.56,135.38,54.036
108,-175.56,136.193,54.147
109,-175.56,135.521,54.148
110,-175.56,135.873,54.148
111,-175.56,133.526,54.148
112,-175.55,133.657,54.04
113,-175.539,133.555,54.043
114,-175.529,133.752,53.934
115,-175.394,133.883,53.995
116,-175.394,134.759,53.995
117,-175.259,134.52,54.056
118,-175.248,134.08,54.059
119,-174.977,135.07,54.183
120,-174.842,134.93,54.359
121,-174.707,132.627,54.422
122,-174.842,134.965,54.473
123,-174.83,134.826,54.362
124,-174.842,135.316,54.473
125,-174.842,135.282,54.587
126,-174.855,135.602,54.697
127,-174.989,135.246,54.634
128,-174.989,135.211,54.634
129,-174.989,135.175,54.634
130,-174.989,135.423,54.634
131,-174.855,135.53,54.697
132,-174.855,135.673,54.697
133,-174.855,135.817,54.697
134,-174.989,135.888,54.634
135,-175.001,134.965,54.744
136,-175.001,135.035,54.744
137,-175.135,135.387,54.68
138,-175.135,135.424,54.91
139,-175.135,135.389,54.91
140,-175.147,134.616,55.019
141,-175.013,135.676,55.083
142,-174.879,135.534,55.263
143,-174.611,136.042,55.277
144,-174.196,136.945,55.479
145,-174.182,136.907,55.367
146,-174.048,136.495,55.433
147,-174.062,135.179,55.662
148,-174.048,135.612,55.549
149,-174.048,135.251,55.549
150,-174.048,134.227,55.549
151,-173.899,133.371,55.505
152,-174.048,134.088,55.55
153,-174.019,134.646,55.328
154,-174.154,132.811,55.262
155,-174.547,132.917,54.954
156,-174.547,130.742,54.954
157,-174.56,128.854,55.066
158,-174.573,129.334,55.177
159,-174.573,129.62,55.177
160,-174.573,129.419,55.177
161,-174.56,129.477,55.064
162,-174.56,129.62,55.064
163,-174.547,130.591,54.95
164,-174.56,130.682,55.06
165,-175.101,132.829,54.805
166,-175.101,132.899,54.69
167,-175.112,134.408,54.798
168,-175.383,134.93,54.673
169,-175.518,134.79,54.611
170,-175.518,134.965,54.609
171,-175.529,134.582,54.718
172,-175.394,135.46,54.777
173,-175.529,135.459,54.715
174,-175.539,135.424,54.824
175,-175.539,135.388,54.824
176,-175.55,134.965,55.049
177,-176.096,132.441,54.683
178,-176.507,134.484,54.61
179,-176.516,136.026,54.835
180,-176.382,136.74,54.442
181,-176.382,136.667,54.442
182,-176.657,136.703,54.544
183,-176.673,136.699,54.649
184,-176.673,136.772,54.649
185,-176.673,137.505,54.537
186,-176.68,137.203,54.534
187,-176.68,137.056,54.534
188,-176.673,136.223,54.425
189,-176.54,136.258,54.372
190,-176.54,136.151,54.372
191,-176.407,136.149,54.32
192,-176.399,136.114,54.213
193,-176.257,135.834,54.276
194,-176.248,135.589,54.169
195,-176.248,135.799,54.169
196,-176.248,134.727,54.169
197,-176.248,133.793,54.169
198,-176.248,134.626,54.169
199,-176.248,134.592,54.169
200,-176.115,135.276,54.228
201,-175.981,136.189,54.176
202,-175.704,136.734,54.186
203,-175.57,137.14,54.245
204,-175.57,136.809,54.245
205,-175.57,136.158,54.245
206,-175.437,136.267,54.306
207,-175.437,136.267,54.306
208,-175.437,136.378,54.418
209,-175.447,136.451,54.521
210,-175.447,136.454,54.634
211,-175.303,136.166,54.583
212,-174.636,134.038,55.004
213,-174.369,133.696,55.25
214,-173.689,134.025,55.565
215,-173.157,133.577,55.824
216,-172.875,133.847,55.847
217,-172.742,133.035,55.92
218,-172.742,132.704,55.92
219,-172.742,133.777,55.92
220,-173.125,134.61,55.726
221,-173.377,135.468,55.599
222,-173.511,135.905,55.534
223,-173.63,135.465,55.237
224,-174.303,136.188,54.913
225,-174.585,136.255,54.793
226,-174.573,136.513,54.673
227,-174.585,136.402,54.787
228,-174.598,136.402,54.9
229,-174.611,136.366,55.014
230,-174.598,136.698,54.9
231,-174.598,136.736,54.9
232,-174.879,136.143,54.884
233,-175.013,136.618,54.823
234,-175.013,136.324,54.823
235,-175.001,136.401,54.824
236,-175.124,136.146,54.769
237,-175.124,135.927,54.769
238,-175.124,135.176,54.769
239,-174.438,135.213,54.972
240,-174.303,135.035,55.035
241,-173.899,133.342,55.343
242,-173.645,130.758,55.469
243,-173.645,131.622,55.469
244,-173.645,130.971,55.469
245,-173.511,131.212,55.54
246,-173.779,132.945,55.411
247,-173.913,132.522,55.347
248,-174.048,133.684,55.283
249,-174.182,133.756,55.102
250,-174.182,133.618,55.219
251,-174.182,134.439,55.219
252,-174.168,134.439,55.11
253,-174.154,134.299,55.118
254,-174.154,134.368,55.118
255,-174.154,135.826,55.006
256,-174.168,135.536,55.119
257,-174.019,136.042,54.846
258,-173.884,135.751,54.917
259,-173.884,135.427,54.92
260,-173.884,134.579,54.92
261,-173.913,134.51,55.142
262,-173.913,134.649,55.144
263,-173.913,135.213,55.144
264,-173.928,135.284,55.254
265,-173.808,135.391,55.316
266,-173.808,135.461,55.2
267,-173.928,134.86,55.027
268,-173.913,135.141,54.917
269,-174.048,135.567,54.853
270,-174.182,135.176,54.788
271,-174.316,134.965,54.724
272,-174.732,135.21,54.642
273,-174.879,135.528,54.688
